time_hours,CommunityReplicate,SangerID,Genus,type,Family,ChromoType,mean.glu,abs.mean,pH.orig,aceConc_nmol_uL,succConc_nmol_uL,lacConc_nmol_uL
28,C10R2,327,Enterobacter,mono,Enterobacteriacea,B,0,0.202333333,6.461916151,7.395595535,0.150308553,0.374979482
28,C11R1,332,Enterobacter,mono,Enterobacteriacea,B,0,0.142333333,5.800884866,13.80027794,0.271514408,7.641823232
28,C11R1,335,Pseudomonas,mono,Pseudomonadaceae,W,0.007841018,0.037,6.602446454,0.362529193,0.043057541,0.006465163
28,C11R1,336,Acinetobacter,mono,Moraxellaceae,W,0.2,0.045,6.749215537,0.652552547,0.037352062,0.016162909
28,C11R1,338,Enterobacter,mono,Enterobacteriacea,B,0,0.193333333,6.342775402,5.921310151,0.461221568,0.488119843
28,C11R1,340,Raoultella,mono,Enterobacteriacea,B,0,0.182666667,6.224969492,7.830630567,0.049238476,4.192658516
28,C11R1,342,Delftia,mono,Comamonadaceae,W,0.2,0.034,6.964590871,0,0.030695671,0
28,C11R1,452,Achromobacter,mono,Alcaligenaceae,W,0.2,0.036,6.874690642,0.580046709,0.030220214,0.009697745
28,C11R1,461,Raoultella,mono,Enterobacteriacea,B,0,0.187666667,6.226731732,7.129740794,0.071109476,4.545009925
28,C11R2,280,Enterobacter,mono,Enterobacteriacea,B,5.04E-05,0.191,6.337729291,9.014892597,0.551320583,0.704702819
28,C11R2,343,Aeromonas,mono,Aeromonadaceae,B,0,0.307,6.028758816,12.13264366,0.608375368,4.780988392
28,C11R2,344,Enterobacter,mono,Enterobacteriacea,B,0,0.164666667,5.631428185,12.44683562,0.470968427,6.704374527
28,C11R2,345,Raoultella,mono,Enterobacteriacea,B,0,0.221333333,6.285809737,8.966555371,0.033310681,4.564405416
28,C11R2,346,Escherichia/Shigella,mono,Enterobacteriacea,B,3.35E-06,0.171666667,5.218803804,14.86369691,0.565346551,4.939384898
28,C11R2,348,Raoultella,mono,Enterobacteriacea,B,1.9E-05,0.183333333,5.782564725,14.0903013,0.484518939,7.50928738
28,C11R2,350,Pseudomonas,mono,Pseudomonadaceae,W,0.008005869,0.035,6.903519956,0.362529193,0.036163421,0
28,C11R2,453,Acinetobacter,mono,Moraxellaceae,W,0.2,0.039,6.859338609,0.024168613,0.034737051,0
28,C11R2,454,Acinetobacter,mono,Moraxellaceae,W,0.007943069,0.041,6.791112501,0.652552547,0.035925692,0.009697745
28,C11R2,458,Serratia,mono,Enterobacteriacea,B,0,0.187,6.119423938,10.31999769,0.677554294,5.844507785
28,C11R2,460,Enterobacter,mono,Enterobacteriacea,B,0,0.166666667,5.616201058,13.38941152,0.465500677,6.933887831
28,C11R5,352,Pseudomonas,mono,Pseudomonadaceae,W,0,0.230666667,6.337729291,0.50754087,0.034974779,0.058186471
28,C11R5,356,Raoultella,mono,Enterobacteriacea,B,0,0.194333333,6.226731732,9.2082415,0.064215357,4.334892112
28,C11R5,462,Pseudomonas,mono,Pseudomonadaceae,W,0,0.222333333,6.353967752,0.459203644,0.03354841,0.05495389
28,C11R6,358,Raoultella,mono,Enterobacteriacea,B,0,0.22,6.281129459,7.540607212,0.004222169,4.454497637
28,C11R6,360,Klebsiella,mono,Enterobacteriacea,B,0,0.196666667,6.448305977,6.791380214,0.053996139,1.276869787
28,C1R2,259,Citrobacter,mono,Enterobacteriacea,B,0,0.166,4.692081776,18.12645965,0.459140023,4.819779373
28,C1R2,364,Serratia,mono,Enterobacteriacea,B,0,0.194,6.299053631,6.839717439,0.751018199,4.373683093
28,C1R2,428,Pseudomonas,mono,Pseudomonadaceae,W,0.103971534,0.034333333,6.874690642,0.435035031,0.026436527,0
28,C1R2,432,Pseudomonas,mono,Pseudomonadaceae,W,0,0.275333333,6.362721652,0.483372257,0.030370195,0.106675197
28,C1R4,267,Pseudomonas,mono,Pseudomonadaceae,W,0.001553146,0.196,6.31858073,0.652552547,0.034566108,0.025860654
28,C1R4,269,Enterobacter,mono,Enterobacteriacea,B,0,0.193,5.966499379,9.860794047,0.535715429,0.219815558
28,C1R4,270,Citrobacter,mono,Enterobacteriacea,B,0,0.157333333,4.677390168,17.54641294,0.493756302,5.880066184
28,C1R4,435,Citrobacter,mono,Enterobacteriacea,B,0,0.165,4.627326655,19.14154139,0.486151211,6.924190085
28,C1R6,272,Pseudomonas,mono,Pseudomonadaceae,W,0,0.299333333,6.371606157,0.483372257,0.021716126,0.164861669
28,C1R6,273,Enterobacter,mono,Enterobacteriacea,B,0,0.197333333,5.837049623,10.63418966,0.590524539,0.14869876
28,C1R6,274,Pseudomonas,mono,Pseudomonadaceae,W,0.007954844,0.122666667,6.350299123,0.773395612,0.032205907,0
28,C1R6,438,Serratia,mono,Enterobacteriacea,B,0,0.186333333,6.200498901,9.425759016,0.685457063,4.991106205
28,C1R6,439,Citrobacter,mono,Enterobacteriacea,B,0,0.174,4.790191863,17.40140126,0.461500224,5.081618494
28,C1R7,283,Enterobacter,mono,Enterobacteriacea,B,0,0.110333333,5.147107317,14.86369691,0.5467297,6.678513873
28,C1R7,284,Serratia,mono,Enterobacteriacea,B,0,0.183666667,6.27687424,6.525525472,0.780914077,3.788585798
28,C1R7,286,Citrobacter,mono,Enterobacteriacea,B,0,0.149333333,4.396847042,14.74285384,0.434226791,6.429605079
28,C1R7,287,Raoultella,mono,Enterobacteriacea,B,0,0.189333333,6.252164236,8.410677275,0.025387549,4.289635968
28,C1R7,440,Enterobacter,mono,Enterobacteriacea,B,0,0.197666667,6.066353964,9.54660208,0.522078713,0.210117813
28,C1R7,441,Pseudomonas,mono,Pseudomonadaceae,W,0,0.189,6.3585967,0.50754087,0.038237532,0.029093236
28,C1R7,442,Enterobacter,mono,Enterobacteriacea,B,0,0.185333333,5.322428129,14.8395283,0.595507185,6.516884786
28,C2R4,160,Enterobacter,mono,Enterobacteriacea,B,0,0.175666667,5.006857664,11.62510279,0.421418537,7.354123457
28,C2R4,165,Raoultella,mono,Enterobacteriacea,B,0,0.148,5.690342855,9.957468498,0.316214463,7.842243299
28,C2R4,169,Citrobacter,mono,Enterobacteriacea,B,0,0.164666667,4.592678668,11.43175388,0.33521907,5.776623568
28,C2R4,523,Pseudomonas,mono,Pseudomonadaceae,W,0,0.183,6.363493344,0.628383934,0.024584247,0.01939549
28,C2R6,276,Enterobacter,mono,Enterobacteriacea,B,0,0.164333333,4.976675107,13.80027794,0.516571578,6.180696285
28,C2R6,277,Raoultella,mono,Enterobacteriacea,B,0,0.156666667,5.285247846,11.81845169,0.320674904,7.871336535
28,C2R6,278,Citrobacter,mono,Enterobacteriacea,B,0,0.165,4.662880112,15.25039471,0.430293123,5.967345891
28,C2R8,288,Raoultella,mono,Enterobacteriacea,B,0,0.162,5.966499379,11.67344001,0.269574515,8.517852883
28,C2R8,289,Citrobacter,mono,Enterobacteriacea,B,0,0.165,4.706966936,16.02379033,0.477705313,5.498621538
28,C2R8,290,Pseudomonas,mono,Pseudomonadaceae,W,0,0.19,6.3585967,0.265854741,0.024026945,0
28,C2R8,444,Pseudomonas,mono,Pseudomonadaceae,W,0,0.188,6.400972425,0.290023354,0.023767107,0.003232582
28,C4R1,294,Pseudomonas,mono,Pseudomonadaceae,W,0.007766443,0.061666667,6.350299123,0,0.024806461,0
28,C4R1,295,Klebsiella,mono,Enterobacteriacea,B,0,0.206666667,6.085576543,10.1508174,0.315046287,3.979308121
28,C7R1,303,Enterobacter,mono,Enterobacteriacea,B,0,0.215333333,5.743960552,9.2082415,0.221504356,0.491352424
28,C7R1,304,Pseudomonas,mono,Pseudomonadaceae,W,0.2,0.097333333,6.448305977,0.604215322,0.01909001,0
28,C7R1,305,Klebsiella,mono,Enterobacteriacea,B,0,0.208666667,5.72356402,9.063229823,0.269314677,0.617423112
28,C7R1,308,Enterobacter,mono,Enterobacteriacea,B,0,0.212333333,6.304880723,8.483183114,0.19474097,0.753191545
28,C8R2,310,Klebsiella,mono,Enterobacteriacea,B,0,0.229333333,6.31858073,8.338171437,0.196300002,1.83933901
28,C8R2,311,Klebsiella,mono,Enterobacteriacea,B,0,0.188,6.325004159,8.410677275,0.206953389,2.130271366
28,C8R4,316,Pseudomonas,mono,Pseudomonadaceae,W,0,0.087333333,6.293778499,0.942575902,0.023247429,0.07434938
28,C8R4,317,Klebsiella,mono,Enterobacteriacea,B,0,0.213666667,6.371606157,9.111567048,0.28256645,1.441731456
28,C8R5,320,Enterobacter,mono,Enterobacteriacea,B,0,0.245,6.408293596,7.492269987,0.009216139,0.940681286
28,C8R5,321,Pseudomonas,mono,Pseudomonadaceae,W,0,0.232,6.362721652,1.401779546,0.024026945,0.029093236
28,C8R5,322,Klebsiella,mono,Enterobacteriacea,B,0,0.223,6.249311934,7.85479918,0.283345966,2.013898424
28,C8R5,325,Pseudomonas,mono,Pseudomonadaceae,W,0,0.224,6.332093341,1.546791223,0.023247429,0.045256144
28,C8R5,448,Klebsiella,mono,Enterobacteriacea,B,0,0.216,6.239542929,7.637281664,0.282306611,2.091480385
28,C8R5,449,Pseudomonas,mono,Pseudomonadaceae,W,0,0.212,6.339958548,1.039250353,0.022467913,0.01939549
28,KAP,225,Klebsiella,mono,Enterobacteriacea,B,0,0.2,6.281129459,6.622199924,0.160105193,1.781152538
28,KAP,226,Pseudomonas,mono,Pseudomonadaceae,W,0,0.169333333,6.339958548,0.314191967,0.014855699,0.009697745
28,KAP,235,Klebsiella,mono,Enterobacteriacea,B,0,0.221666667,6.394949193,6.646368537,0.09019539,1.441731456
48,C10R2,326,Pseudomonas,mono,Pseudomonadaceae,W,0,0.183666667,6.332093341,0.259040294,0.016751462,0.062191977
48,C10R2,327,Enterobacter,mono,Enterobacteriacea,B,0,0.239666667,6.534303066,6.264065296,0.009995656,0
48,C11R1,332,Enterobacter,mono,Enterobacteriacea,B,0,0.227666667,5.997321065,20.32288853,0.027605203,3.760977984
48,C11R1,335,Pseudomonas,mono,Pseudomonadaceae,W,0,0.113,6.272373447,0.023549118,0.053279856,0
48,C11R1,336,Acinetobacter,mono,Moraxellaceae,W,0,0.039,6.535116948,0.235491177,0.039729345,0
48,C11R1,338,Enterobacter,mono,Enterobacteriacea,B,0,0.239333333,6.39718356,6.21696706,0.049000747,0.006546524
48,C11R1,340,Raoultella,mono,Enterobacteriacea,B,0,0.214,6.371606157,7.465070296,0.029507029,2.936115972
48,C11R1,342,Delftia,mono,Comamonadaceae,W,0,0.034,6.896338991,0,0.029982486,0
48,C11R1,452,Achromobacter,mono,Alcaligenaceae,W,0,0.058,6.718817088,0.211942059,0.038065247,0
48,C11R1,461,Raoultella,mono,Enterobacteriacea,B,0,0.217666667,6.394949193,7.135382649,0.031408855,2.968848591
48,C11R2,280,Enterobacter,mono,Enterobacteriacea,B,0,0.237,6.39917919,8.595427943,0.031884312,0
48,C11R2,343,Aeromonas,mono,Aeromonadaceae,B,0,0.326666667,6.105116591,10.31451353,0.047812106,4.605479567
48,C11R2,344,Enterobacter,mono,Enterobacteriacea,B,0,NA,NA,14.20011794,NA,5.181573671
48,C11R2,344,Enterobacter,mono,Enterobacteriacea,B,0,0.194,6.066353964,NA,0.055657139,NA
48,C11R2,345,Raoultella,mono,Enterobacteriacea,B,0,0.261666667,6.421494952,7.959601767,0.027367475,2.281463581
48,C11R2,346,Escherichia/Shigella,mono,Enterobacteriacea,B,0,0.164,5.474110347,26.70469942,0.449810611,0.382971648
48,C11R2,348,Raoultella,mono,Enterobacteriacea,B,0,0.206,6.099068805,17.0731103,0.040680258,6.078447446
48,C11R2,350,Pseudomonas,mono,Pseudomonadaceae,W,0,0.036666667,6.655835377,0,0.035687964,0
48,C11R2,453,Acinetobacter,mono,Moraxellaceae,W,0,0.037,6.642554795,0.376785882,0.039491617,0
48,C11R2,454,Acinetobacter,mono,Moraxellaceae,W,0,0.039,6.528239184,0.070647353,0.040917986,0
48,C11R2,458,Serratia,mono,Enterobacteriacea,B,0,0.207666667,6.272373447,8.689624414,0.031884312,4.96226512
48,C11R2,460,Enterobacter,mono,Enterobacteriacea,B,0,0.195333333,6.04824015,13.54074265,0.156691654,5.741301465
48,C11R5,352,Pseudomonas,mono,Pseudomonadaceae,W,0,0.309666667,6.350299123,0,0.042819812,0
48,C11R5,356,Raoultella,mono,Enterobacteriacea,B,0,0.238333333,6.381453,7.818307061,0.026416562,2.769179612
48,C11R5,462,Pseudomonas,mono,Pseudomonadaceae,W,0,0.263333333,6.371606157,0.047098235,0.04044253,0.003273262
48,C11R6,358,Raoultella,mono,Enterobacteriacea,B,0,0.253333333,6.408293596,7.888954414,0.006032131,2.700441111
48,C11R6,360,Klebsiella,mono,Enterobacteriacea,B,0,0.229,6.285809737,14.011725,0.004674659,0.412431006
48,C1R2,259,Citrobacter,mono,Enterobacteriacea,B,0,0.185,5.020497941,26.39856089,0.326968773,0.019639572
48,C1R2,364,Serratia,mono,Enterobacteriacea,B,0,0.254,6.434561555,4.686274413,0.020667147,3.161971046
48,C1R2,428,Pseudomonas,mono,Pseudomonadaceae,W,0,0.034,6.857808019,0.635826177,0.028534484,0
48,C1R2,432,Pseudomonas,mono,Pseudomonadaceae,W,0,0.833333333,6.371606157,0.306138529,0.040073244,0.045825667
48,C1R4,267,Pseudomonas,mono,Pseudomonadaceae,W,0,0.310333333,6.384465737,0.259040294,0.038499776,0.03273262
48,C1R4,269,Enterobacter,mono,Enterobacteriacea,B,0,0.215666667,6.187055134,7.088284414,0.082556859,0.091651335
48,C1R4,270,Citrobacter,mono,Enterobacteriacea,B,0,0.162,5.043876133,29.57769177,0.451010442,0.098197859
48,C1R4,435,Citrobacter,mono,Enterobacteriacea,B,0,0.172666667,5.101825647,29.45994618,0.363420765,0.072011763
48,C1R6,272,Pseudomonas,mono,Pseudomonadaceae,W,0,0.357,6.350299123,0.824219118,0.063413008,0.052372191
48,C1R6,273,Enterobacter,mono,Enterobacteriacea,B,0,0.217333333,6.021600937,8.477682355,0.286845358,0
48,C1R6,274,Pseudomonas,mono,Pseudomonadaceae,W,0,0.200666667,6.281129459,0.847768236,0.035090597,0
48,C1R6,438,Serratia,mono,Enterobacteriacea,B,0,0.248333333,6.434561555,0.306138529,0.023289593,4.121036798
48,C1R6,439,Citrobacter,mono,Enterobacteriacea,B,0,0.191333333,4.933713412,28.96541471,0.414296206,0.101471121
48,C1R7,283,Enterobacter,mono,Enterobacteriacea,B,0,0.142666667,5.298650269,22.46585824,0.480381831,1.715189263
48,C1R7,284,Serratia,mono,Enterobacteriacea,B,0,0.234333333,6.408293596,4.497881472,0.020667147,3.089959283
48,C1R7,286,Citrobacter,mono,Enterobacteriacea,B,0,0.163666667,4.776709061,27.26987824,0.309398389,0.533541698
48,C1R7,287,Raoultella,mono,Enterobacteriacea,B,0,0.226666667,6.394949193,6.92344059,0.025649794,2.788819184
48,C1R7,440,Enterobacter,mono,Enterobacteriacea,B,0,0.237666667,6.212527516,7.441521178,0.220235244,0
48,C1R7,441,Pseudomonas,mono,Pseudomonadaceae,W,0,0.329,6.422224335,0,0.041384466,0
48,C1R7,442,Enterobacter,mono,Enterobacteriacea,B,0,0.205,5.519731768,21.83003206,0.59000005,1.81011386
48,C2R4,160,Enterobacter,mono,Enterobacteriacea,B,0,0.187333333,5.29671527,21.40614795,0.348341299,1.335490877
48,C2R4,165,Raoultella,mono,Enterobacteriacea,B,0,0.208333333,6.125301907,13.68203736,0.005353395,7.204449558
48,C2R4,169,Citrobacter,mono,Enterobacteriacea,B,0,0.166,5.149155588,25.45659618,0.216666523,0.445163626
48,C2R4,523,Pseudomonas,mono,Pseudomonadaceae,W,0,0.244333333,6.408293596,0.635826177,0.028656663,0.058918715
48,C2R6,276,Enterobacter,mono,Enterobacteriacea,B,0,0.181,5.151622875,24.58527883,0.462811446,1.112909064
48,C2R6,277,Raoultella,mono,Enterobacteriacea,B,0,0.178333333,5.836401587,18.48605736,0.326968773,3.882088676
48,C2R6,278,Citrobacter,mono,Enterobacteriacea,B,0,0.182666667,5.051537788,25.10335942,0.309922878,0.098197859
48,C2R8,288,Raoultella,mono,Enterobacteriacea,B,0,0.320666667,6.160728101,9.513843532,0.006357914,7.623427088
48,C2R8,289,Citrobacter,mono,Enterobacteriacea,B,0,0.191333333,4.817776053,23.29007736,0.49017757,1.639904238
48,C2R8,290,Pseudomonas,mono,Pseudomonadaceae,W,0,0.338666667,6.488767545,0.659375294,0.033381138,0
48,C2R8,444,Pseudomonas,mono,Pseudomonadaceae,W,0,0.326666667,6.461916151,0,0.034160655,0.013093048
48,C4R1,294,Pseudomonas,mono,Pseudomonadaceae,W,0,0.107666667,6.272373447,0,0.032081945,0
48,C4R1,295,Klebsiella,mono,Enterobacteriacea,B,0,0.258,6.367795779,8.854468238,0.026105655,2.356748606
48,C7R1,303,Enterobacter,mono,Enterobacteriacea,B,0,0.242333333,5.854898895,10.85614324,0.026625332,0
48,C7R1,304,Pseudomonas,mono,Pseudomonadaceae,W,0,0.139,6.304880723,0.282589412,0.022727752,0
48,C7R1,305,Klebsiella,mono,Enterobacteriacea,B,0,0.238666667,5.854898895,9.725785591,0.028704042,0
48,C7R1,308,Enterobacter,mono,Enterobacteriacea,B,0,0.239333333,6.367795779,10.6677503,0.015971946,0.065465239
48,C8R2,310,Klebsiella,mono,Enterobacteriacea,B,0,0.276333333,6.411084432,6.52310559,0.019869526,0.235674861
48,C8R2,311,Klebsiella,mono,Enterobacteriacea,B,0,0.266,6.434561555,6.899891472,0.038577912,0.405884482
48,C8R4,316,Pseudomonas,mono,Pseudomonadaceae,W,0,0.149,6.3585967,0.188392941,0.022467913,0
48,C8R4,317,Klebsiella,mono,Enterobacteriacea,B,0,0.269333333,6.498136483,6.994087943,0.053388718,0.222581813
48,C8R5,320,Enterobacter,mono,Enterobacteriacea,B,0,0.303666667,6.434561555,6.61730206,0.028184364,0.01636631
48,C8R5,321,Pseudomonas,mono,Pseudomonadaceae,W,0,0.288,6.394949193,1.10680853,0.033640977,0
48,C8R5,322,Klebsiella,mono,Enterobacteriacea,B,0,0.251333333,6.434561555,6.499556472,0.026885171,0.896873775
48,C8R5,325,Pseudomonas,mono,Pseudomonadaceae,W,0,0.300666667,6.258136156,2.166518824,0.033381138,0
48,C8R5,448,Klebsiella,mono,Enterobacteriacea,B,0,0.269666667,6.475400625,6.099221472,0.038058235,0.674291962
48,C8R5,449,Pseudomonas,mono,Pseudomonadaceae,W,0,0.317,6.268303447,7.347324708,0.048711622,0.013093048
48,KAP,225,Klebsiella,mono,Enterobacteriacea,B,0,0.249,6.461916151,6.311163531,0.012367,0.716844368
48,KAP,226,Pseudomonas,mono,Pseudomonadaceae,W,0,0.260333333,6.306259461,1.224554118,0.018249378,0
48,KAP,235,Klebsiella,mono,Enterobacteriacea,B,0,0.272666667,6.285809737,13.84688118,0.003317187,0.137477002
